generator,direction,rank,copied_as,true_label,pred_score,original_path
sdxl,fake_confidently_called_real,1,fake_confidently_called_real_01.png,1,0.0,/home/student/data/genimagepp/sdxl/sdxl_style/val/1_fake/Abstract Expressionism_10520.png
sdxl,fake_confidently_called_real,2,fake_confidently_called_real_02.png,1,0.0,/home/student/data/genimagepp/sdxl/sdxl_style/val/1_fake/Abstract Expressionism_10556.png
sdxl,fake_confidently_called_real,3,fake_confidently_called_real_03.png,1,0.0,/home/student/data/genimagepp/sdxl/sdxl_style/val/1_fake/Abstract Expressionism_10589.png
sdxl,fake_confidently_called_real,4,fake_confidently_called_real_04.png,1,0.0,/home/student/data/genimagepp/sdxl/sdxl_style/val/1_fake/Abstract Expressionism_10596.png
sdxl,fake_confidently_called_real,5,fake_confidently_called_real_05.png,1,0.0,/home/student/data/genimagepp/sdxl/sdxl_style/val/1_fake/Character Design Sheet_11985.png
sdxl,fake_confidently_called_real,6,fake_confidently_called_real_06.png,1,0.0,/home/student/data/genimagepp/sdxl/sdxl_style/val/1_fake/Doodle Art_13069.png
sdxl,real_confidently_called_fake,1,real_confidently_called_fake_01.JPEG,0,1.0,/home/student/Downloads/imagenet_ai_0419_biggan/train/nature/n01728572_13535.JPEG
sdxl,real_confidently_called_fake,2,real_confidently_called_fake_02.JPEG,0,0.9997,/home/student/Downloads/imagenet_ai_0419_biggan/train/nature/n01484850_20658.JPEG
sdxl,real_confidently_called_fake,3,real_confidently_called_fake_03.JPEG,0,0.9997,/home/student/Downloads/imagenet_ai_0419_biggan/train/nature/n01530575_9144.JPEG
sdxl,real_confidently_called_fake,4,real_confidently_called_fake_04.JPEG,0,0.9997,/home/student/Downloads/imagenet_ai_0419_biggan/train/nature/n01824575_10528.JPEG
sdxl,real_confidently_called_fake,5,real_confidently_called_fake_05.JPEG,0,0.9996,/home/student/Downloads/imagenet_ai_0419_biggan/train/nature/n01847000_10378.JPEG
sdxl,real_confidently_called_fake,6,real_confidently_called_fake_06.JPEG,0,0.9996,/home/student/Downloads/imagenet_ai_0419_biggan/train/nature/n01914609_2398.JPEG
