generator,direction,rank,copied_as,true_label,pred_score,original_path
flux,fake_confidently_called_real,1,fake_confidently_called_real_01.png,1,7.372639032610095e-08,/home/student/data/genimagepp/flux/flux/val/1_fake/kimono_3.png
flux,fake_confidently_called_real,2,fake_confidently_called_real_02.png,1,8.638085802203932e-08,/home/student/data/genimagepp/flux/flux/val/1_fake/snow leopard_5.png
flux,fake_confidently_called_real,3,fake_confidently_called_real_03.png,1,1.024996194587402e-07,/home/student/data/genimagepp/flux/flux/val/1_fake/kimono_1.png
flux,fake_confidently_called_real,4,fake_confidently_called_real_04.png,1,2.6635785843609483e-07,/home/student/data/genimagepp/flux/flux/val/1_fake/prison_1.png
flux,fake_confidently_called_real,5,fake_confidently_called_real_05.png,1,3.5769733131019166e-07,/home/student/data/genimagepp/flux/flux/val/1_fake/chambered nautilus_1.png
flux,fake_confidently_called_real,6,fake_confidently_called_real_06.png,1,6.509731633741467e-07,/home/student/data/genimagepp/flux/flux/val/1_fake/bridegroom_3.png
flux,real_confidently_called_fake,1,real_confidently_called_fake_01.JPEG,0,0.9998593330383301,/home/student/Downloads/imagenet_ai_0419_biggan/train/nature/n02325366_8879.JPEG
flux,real_confidently_called_fake,2,real_confidently_called_fake_02.JPEG,0,0.999222993850708,/home/student/Downloads/imagenet_ai_0419_biggan/train/nature/n03958227_8243.JPEG
flux,real_confidently_called_fake,3,real_confidently_called_fake_03.JPEG,0,0.9990915060043335,/home/student/Downloads/imagenet_ai_0419_biggan/train/nature/n03146219_11322.JPEG
flux,real_confidently_called_fake,4,real_confidently_called_fake_04.JPEG,0,0.9989702701568604,/home/student/Downloads/imagenet_ai_0419_biggan/train/nature/n02526121_9020.JPEG
flux,real_confidently_called_fake,5,real_confidently_called_fake_05.JPEG,0,0.9983115196228027,/home/student/Downloads/imagenet_ai_0419_biggan/train/nature/n01910747_2726.JPEG
flux,real_confidently_called_fake,6,real_confidently_called_fake_06.JPEG,0,0.9972911477088928,/home/student/Downloads/imagenet_ai_0419_biggan/train/nature/n02114367_14027.JPEG
